,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
430,233,26,Salah,3,Liverpool,Liverpool,14,131,28
421,230,26,Mané,3,Liverpool,Liverpool,14,118,26
196,106,26,Mee,2,Burnley,Burnley,90,46,21
270,154,26,Zaha,3,Crystal Palace,Crystal Palace,31,69,17
935,585,26,Roberts,2,Burnley,Burnley,90,44,17
208,115,26,Brownhill,3,Burnley,Burnley,90,43,16
614,357,26,Kane,4,Spurs,Spurs,6,125,15
412,224,26,Matip,2,Liverpool,Liverpool,14,53,14
418,229,26,van Dijk,2,Liverpool,Liverpool,14,68,14
977,700,26,Weghorst,4,Burnley,Burnley,90,62,14
188,100,26,Pieters,2,Burnley,Burnley,90,41,13
204,112,26,Pope,1,Burnley,Burnley,90,53,13
433,234,26,Robertson,2,Liverpool,Liverpool,14,73,13
981,701,26,Kulusevski,3,Spurs,Spurs,6,63,13
254,144,26,Gallagher,3,Crystal Palace,Crystal Palace,31,60,12
507,277,26,Fernandes,3,Man Utd,Man Utd,1,116,12
619,359,26,Son,3,Spurs,Spurs,6,112,12
839,491,26,Livramento,2,Southampton,Southampton,20,42,12
965,696,26,Luis Díaz,3,Liverpool,Liverpool,14,81,12
37,21,26,Smith Rowe,3,Arsenal,Arsenal,3,57,11
41,22,26,Saka,3,Arsenal,Arsenal,3,67,11
233,131,26,Ziyech,3,Chelsea,Chelsea,8,73,11
424,231,26,Alisson,1,Liverpool,Liverpool,14,61,11
787,450,26,Dennis,4,Watford,Watford,57,58,11
831,485,26,Sancho,3,Man Utd,Man Utd,1,89,11
913,575,26,Lennon,3,Burnley,Burnley,90,46,11
4,6,26,Lacazette,4,Arsenal,Arsenal,3,81,10
29,19,26,Willock,3,Newcastle,Newcastle,4,53,10
409,222,26,Henderson,3,Liverpool,Liverpool,14,49,10
581,339,26,S.Armstrong,3,Southampton,Southampton,20,58,10
610,354,26,Sissoko,3,Watford,Watford,57,43,10
768,437,26,Semedo,2,Wolves,Wolves,39,48,10
773,438,26,Podence,3,Wolves,Wolves,39,55,10
930,583,26,Hwang,4,Wolves,Wolves,39,54,10
670,399,26,Sarr,3,Watford,Watford,57,57,9
693,414,26,Dawson,2,West Ham,West Ham,21,49,9
939,587,26,Lookman,3,Leicester,Leicester,13,59,9
25,17,26,Pépé,3,Arsenal,Arsenal,3,69,8
216,121,26,Thiago Silva,2,Chelsea,Chelsea,8,56,8
278,159,26,Mateta,4,Crystal Palace,Crystal Palace,31,53,8
329,187,26,Rodrigo,4,Leeds,Leeds,2,63,8
666,382,26,Femenía,2,Watford,Watford,57,43,8
683,411,26,Cresswell,2,West Ham,West Ham,21,54,8
763,436,26,Neves,3,Wolves,Wolves,39,52,8
944,588,26,Emerson Royal,2,Spurs,Spurs,6,46,8
17,15,26,Partey,3,Arsenal,Arsenal,3,50,7
144,77,26,Nørgaard,3,Brentford,Brentford,94,50,7
236,133,26,Christensen,2,Chelsea,Chelsea,8,46,7
282,162,26,Mitchell,2,Crystal Palace,Crystal Palace,31,45,7
339,196,26,Raphinha,3,Leeds,Leeds,2,63,7
446,250,26,Gündogan,3,Man City,Man City,43,71,7
519,287,26,James,3,Leeds,Leeds,2,60,7
658,379,26,Cathcart,2,Watford,Watford,57,42,7
783,449,26,Rashica,3,Norwich,Norwich,45,52,7
184,98,26,Tarkowski,2,Burnley,Burnley,90,49,6
192,104,26,Rodriguez,4,Burnley,Burnley,90,51,6
212,118,26,McNeil,3,Burnley,Burnley,90,55,6
222,127,26,Rüdiger,2,Chelsea,Chelsea,8,61,6
251,143,26,Mendy,1,Chelsea,Chelsea,8,61,6
262,148,26,McArthur,3,Crystal Palace,Crystal Palace,31,43,6
436,237,26,Alexander-Arnold,2,Liverpool,Liverpool,14,84,6
458,254,26,Mahrez,3,Man City,Man City,43,86,6
503,274,26,Fred,3,Man Utd,Man Utd,1,49,6
568,333,26,Forster,1,Southampton,Southampton,20,44,6
589,342,26,Walker-Peters,2,Southampton,Southampton,20,48,6
593,343,26,Bednarek,2,Southampton,Southampton,20,44,6
601,351,26,Salisu,2,Southampton,Southampton,20,45,6
654,376,26,Foster,1,Watford,Watford,57,42,6
738,430,26,Jiménez,4,Wolves,Wolves,39,75,6
868,512,26,Elanga,3,Man Utd,Man Utd,1,48,6
33,20,26,Nketiah,4,Arsenal,Arsenal,3,57,5
82,44,26,Cash,2,Aston Villa,Aston Villa,7,53,5
354,202,26,Albrighton,3,Leicester,Leicester,13,52,5
474,261,26,Bernardo,3,Man City,Man City,43,70,5
597,345,26,Adams,4,Southampton,Southampton,20,65,5
662,381,26,Cleverley,3,Watford,Watford,57,48,5
674,403,26,Louza,3,Watford,Watford,57,52,5
758,434,26,Dendoncker,3,Wolves,Wolves,39,46,5
826,483,26,Ajer,2,Brentford,Brentford,94,44,5
856,501,26,Sarr,2,Chelsea,Chelsea,8,49,5
872,516,26,Sargent,4,Norwich,Norwich,45,54,5
884,519,26,Long,4,Southampton,Southampton,20,54,5
952,676,26,Kamara,2,Watford,Watford,57,45,5
956,677,26,Samir,2,Watford,Watford,57,45,5
0,5,26,Cédric,2,Arsenal,Arsenal,3,42,4
8,7,26,Xhaka,3,Arsenal,Arsenal,3,48,4
21,16,26,Tierney,2,Arsenal,Arsenal,3,49,4
127,67,26,White,2,Arsenal,Arsenal,3,46,4
299,170,26,Pickford,1,Everton,Everton,11,48,4
334,188,26,Dallas,3,Leeds,Leeds,2,49,4
415,225,26,Thiago,3,Liverpool,Liverpool,14,53,4
585,341,26,Ward-Prowse,3,Southampton,Southampton,20,64,4
813,475,26,Sá,1,Wolves,Wolves,39,52,4
818,477,26,Guéhi,2,Crystal Palace,Crystal Palace,31,45,4
835,488,26,Andersen,2,Crystal Palace,Crystal Palace,31,47,4
843,493,26,Clyne,2,Crystal Palace,Crystal Palace,31,43,4
905,558,26,Ødegaard,3,Arsenal,Arsenal,3,56,4
909,559,26,Ramsdale,1,Arsenal,Arsenal,3,51,4
45,23,26,Gabriel,2,Arsenal,Arsenal,3,53,3
53,30,26,Martínez,1,Aston Villa,Aston Villa,7,55,3
77,43,26,Buendía,3,Aston Villa,Aston Villa,7,61,3
219,123,26,Jorginho,3,Chelsea,Chelsea,8,57,3
230,130,26,Kanté,3,Chelsea,Chelsea,8,49,3
266,150,26,Kouyaté,2,Crystal Palace,Crystal Palace,31,45,3
427,232,26,Fabinho,3,Liverpool,Liverpool,14,54,3
490,267,26,Harrison,3,Leeds,Leeds,2,55,3
572,335,26,Romeu,3,Southampton,Southampton,20,45,3
605,353,26,Lloris,1,Spurs,Spurs,6,55,3
629,361,26,Dier,2,Spurs,Spurs,6,47,3
634,364,26,Davies,2,Spurs,Spurs,6,45,3
639,365,26,Højbjerg,3,Spurs,Spurs,6,48,3
644,368,26,Sessegnon,2,Spurs,Spurs,6,44,3
728,426,26,Moutinho,3,Wolves,Wolves,39,49,3
733,429,26,Coady,2,Wolves,Wolves,39,47,3
743,431,26,Saïss,2,Wolves,Wolves,39,48,3
778,439,26,Kilman,2,Wolves,Wolves,39,45,3
796,464,26,Olise,3,Crystal Palace,Crystal Palace,31,53,3
876,517,26,Elyounoussi,3,Southampton,Southampton,20,54,3
896,552,26,Forshaw,3,Leeds,Leeds,2,45,3
986,702,26,Bentancur,3,Spurs,Spurs,6,49,3
12,10,26,Chambers,2,Aston Villa,Aston Villa,7,42,2
49,26,26,Martinelli,3,Arsenal,Arsenal,3,53,2
58,35,26,McGinn,3,Aston Villa,Aston Villa,7,56,2
63,38,26,Mings,2,Aston Villa,Aston Villa,7,50,2
68,39,26,Targett,2,Newcastle,Newcastle,4,47,2
97,51,26,Ramsey,3,Aston Villa,Aston Villa,7,47,2
135,74,26,Mac Allister,3,Brighton,Brighton,36,51,2
154,80,26,Raya,1,Brentford,Brentford,94,44,2
159,81,26,Canós,3,Brentford,Brentford,94,55,2
179,96,26,Mbeumo,3,Brentford,Brentford,94,52,2
200,109,26,Wood,4,Newcastle,Newcastle,4,63,2
225,128,26,Zouma,2,West Ham,West Ham,21,54,2
239,137,26,Pulisic,3,Chelsea,Chelsea,8,79,2
245,141,26,Havertz,3,Chelsea,Chelsea,8,79,2
274,155,26,Schlupp,3,Crystal Palace,Crystal Palace,31,54,2
290,168,26,Digne,2,Aston Villa,Aston Villa,7,50,2
307,174,26,Iwobi,3,Everton,Everton,11,58,2
315,180,26,Richarlison,4,Everton,Everton,11,76,2
324,186,26,Klich,3,Leeds,Leeds,2,51,2
344,199,26,Meslier,1,Leeds,Leeds,2,48,2
374,210,26,Tielemans,3,Leicester,Leicester,13,64,2
394,216,26,Ndidi,3,Leicester,Leicester,13,48,2
439,239,26,Keita,3,Liverpool,Liverpool,14,50,2
450,251,26,De Bruyne,3,Man City,Man City,43,121,2
482,265,26,Foden,3,Man City,Man City,43,79,2
486,266,26,Rodrigo,3,Man City,Man City,43,55,2
495,270,26,de Gea,1,Man Utd,Man Utd,1,50,2
499,272,26,Pogba,3,Man Utd,Man Utd,1,74,2
524,291,26,Shelvey,3,Newcastle,Newcastle,4,53,2
528,295,26,Dubravka,1,Newcastle,Newcastle,4,44,2
540,304,26,Murphy,3,Newcastle,Newcastle,4,46,2
544,305,26,Schär,2,Newcastle,Newcastle,4,41,2
552,310,26,Joelinton,4,Newcastle,Newcastle,4,59,2
560,315,26,Pukki,4,Norwich,Norwich,45,61,2
564,318,26,McLean,3,Norwich,Norwich,45,49,2
576,337,26,Ings,4,Aston Villa,Aston Villa,7,77,2
678,408,26,Fabianski,1,West Ham,West Ham,21,50,2
688,413,26,Antonio,4,West Ham,West Ham,21,73,2
703,419,26,Benrahma,3,West Ham,West Ham,21,59,2
708,421,26,Rice,3,West Ham,West Ham,21,50,2
713,422,26,Soucek,3,West Ham,West Ham,21,57,2
800,470,26,Ait Nouri,2,Wolves,Wolves,39,41,2
809,472,26,Cucho,4,Watford,Watford,57,49,2
847,494,26,Romero,2,Spurs,Spurs,6,48,2
