,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
162,104,23,Dann,2,5,Crystal Palace,31,51,15
679,368,23,Sigurdsson,3,16,Swansea,80,74,13
82,58,23,Keane,2,3,Burnley,90,50,12
261,147,23,Jakupovic,1,7,Hull,88,41,11
970,625,23,Jesus,4,10,Man City,43,91,11
172,107,23,Delaney,2,5,Crystal Palace,31,48,10
435,230,23,Silva,3,10,Man City,43,86,10
619,339,23,Mannone,1,15,Sunderland,56,40,10
884,485,23,Wijnaldum,3,9,Liverpool,14,75,10
960,570,23,David Luiz,2,4,Chelsea,8,62,10
30,21,23,Iwobi,3,1,Arsenal,3,53,9
62,54,23,Heaton,1,3,Burnley,90,51,9
614,336,23,Crouch,4,14,Stoke,110,44,9
624,341,23,Kaboul,2,18,Watford,57,43,9
634,343,23,Jones,2,15,Sunderland,56,44,9
644,346,23,Koné,2,15,Sunderland,56,42,9
794,425,23,Deeney,4,18,Watford,57,66,9
346,188,23,Mignolet,1,9,Liverpool,14,48,8
431,228,23,Sterling,3,10,Man City,43,75,8
439,231,23,Yaya Touré,3,10,Man City,43,72,8
447,235,23,De Bruyne,3,10,Man City,43,105,8
463,248,23,Rojo,2,11,Man Utd,1,52,8
471,254,23,Blind,2,11,Man Utd,1,52,8
824,441,23,Morrison,3,19,West Brom,35,43,8
935,558,23,Mawson,2,16,Swansea,80,46,8
152,100,23,Hennessey,1,5,Crystal Palace,31,43,7
427,226,23,Otamendi,2,10,Man City,43,59,7
575,313,23,Long,4,13,Southampton,20,61,7
874,478,23,Negredo,4,12,Middlesbrough,25,61,7
72,56,23,Mee,2,3,Burnley,90,44,6
77,57,23,Ward,2,3,Burnley,90,45,6
92,67,23,Vokes,4,3,Burnley,90,57,6
157,103,23,Tomkins,2,5,Crystal Palace,31,48,6
217,128,23,Stones,2,10,Man City,43,46,6
266,152,23,Robertson,2,7,Hull,88,44,6
271,153,23,Maguire,2,7,Hull,88,44,6
406,213,23,Christian Benteke,4,5,Crystal Palace,31,72,6
411,219,23,Caballero,1,10,Man City,43,48,6
415,220,23,Kolarov,2,10,Man City,43,58,6
423,224,23,Sagna,2,10,Man City,43,53,6
455,242,23,de Gea,1,11,Man Utd,1,55,6
467,250,23,Valencia,2,11,Man Utd,1,58,6
543,296,23,Bertrand,2,13,Southampton,20,56,6
629,342,23,O'Shea,2,15,Sunderland,56,44,6
639,344,23,van Aanholt,2,5,Crystal Palace,31,49,6
704,382,23,Alderweireld,2,17,Spurs,6,64,6
709,384,23,Walker,2,17,Spurs,6,62,6
869,476,23,Denayer,2,15,Sunderland,56,47,6
899,489,23,Sané,3,10,Man City,43,77,6
