,element,GW,web_name,element_type,team,team_name,team_code,now_cost,total_points
658,370,7,Ward-Prowse,3,Southampton,Southampton,20,59,17
34,37,7,Grealish,3,Aston Villa,Aston Villa,7,75,15
396,228,7,Tielemans,3,Leicester,Leicester,13,64,15
481,270,7,Walker,2,Man City,Man City,43,61,15
994,562,7,Aina,2,Fulham,Fulham,54,43,15
999,563,7,Ait Nouri,2,Wolves,Wolves,39,50,15
176,110,7,Zouma,2,Chelsea,Chelsea,8,53,14
186,114,7,Ziyech,3,Chelsea,Chelsea,8,79,14
386,224,7,Vardy,4,Leicester,Leicester,13,102,14
10,11,7,Bellerín,2,Arsenal,Arsenal,3,50,12
912,506,7,Wilson,4,Newcastle,Newcastle,4,65,12
808,450,7,Fornals,3,West Ham,West Ham,21,58,10
102,77,7,Lamptey,2,Brighton,Brighton,36,46,9
954,543,7,Bale,3,Spurs,Spurs,6,92,9
0,4,7,Aubameyang,3,Arsenal,Arsenal,3,113,8
291,164,7,Calvert-Lewin,4,Everton,Everton,11,75,8
311,184,7,Mitrović,4,Fulham,Fulham,54,55,8
416,235,7,Barnes,3,Leicester,Leicester,13,66,8
466,254,7,Salah,3,Liverpool,Liverpool,14,129,8
516,277,7,Cancelo,2,Man City,Man City,43,58,8
526,280,7,Laporte,2,Man City,Man City,43,60,8
848,468,7,Jota,3,Liverpool,Liverpool,14,69,8
853,469,7,Podence,3,Wolves,Wolves,39,53,8
964,546,7,Semedo,2,Wolves,Wolves,39,51,8
5,8,7,Leno,1,Arsenal,Arsenal,3,50,7
196,117,7,Werner,4,Chelsea,Chelsea,8,92,7
306,181,7,Decordova-Reid,4,Fulham,Fulham,54,53,7
653,369,7,Vestergaard,2,Southampton,Southampton,20,47,7
863,474,7,Neto,3,Wolves,Wolves,39,55,7
878,484,7,Robinson,2,Fulham,Fulham,54,44,7
903,494,7,Gabriel,2,Arsenal,Arsenal,3,49,7
930,514,7,Watkins,4,Aston Villa,Aston Villa,7,63,7
24,17,7,Tierney,2,Arsenal,Arsenal,3,52,6
46,41,7,Mings,2,Aston Villa,Aston Villa,7,54,6
67,57,7,Groß,3,Brighton,Brighton,36,58,6
211,120,7,Mount,3,Chelsea,Chelsea,8,73,6
216,123,7,James,2,Chelsea,Chelsea,8,51,6
341,200,7,Dallas,2,Leeds,Leeds,2,55,6
356,203,7,Harrison,3,Leeds,Leeds,2,56,6
411,232,7,Chilwell,2,Chelsea,Chelsea,8,59,6
491,272,7,De Bruyne,3,Man City,Man City,43,118,6
521,278,7,Ederson,1,Man City,Man City,43,61,6
