,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
165,14,233,Salah,3,Liverpool,Liverpool,14,133,15
142,14,579,Ronaldo,4,Man Utd,Man Utd,1,122,13
488,14,222,Henderson,3,Liverpool,Liverpool,14,50,13
23,14,184,Cooper,2,Leeds,Leeds,2,44,12
140,14,138,Mount,3,Chelsea,Chelsea,8,75,12
526,14,370,Reguilón,2,Spurs,Spurs,6,52,12
125,14,343,Bednarek,2,Southampton,Southampton,20,44,10
426,14,212,Maddison,3,Leicester,Leicester,13,68,10
468,14,261,Bernardo,3,Man City,Man City,43,71,10
4,14,277,Fernandes,3,Man Utd,Man Utd,1,116,9
71,14,450,Dennis,4,Watford,Watford,57,60,9
100,14,345,Adams,4,Southampton,Southampton,20,69,9
227,14,296,Wilson,4,Newcastle,Newcastle,4,72,9
287,14,40,Watkins,4,Aston Villa,Aston Villa,7,75,9
365,14,113,Taylor,2,Burnley,Burnley,90,44,9
373,14,437,Semedo,2,Wolves,Wolves,39,48,9
459,14,262,Dias,2,Man City,Man City,43,62,9
536,14,274,Fred,3,Man Utd,Man Utd,1,49,9
549,14,422,Soucek,3,West Ham,West Ham,21,57,9
29,14,240,Jota,3,Liverpool,Liverpool,14,83,8
210,14,196,Raphinha,3,Leeds,Leeds,2,65,8
274,14,588,Emerson Royal,2,Spurs,Spurs,6,46,8
393,14,315,Pukki,4,Norwich,Norwich,45,58,8
482,14,199,Meslier,1,Leeds,Leeds,2,48,8
505,14,359,Son,3,Spurs,Spurs,6,109,8
547,14,63,Maupay,4,Brighton,Brighton,36,65,8
105,14,234,Robertson,2,Liverpool,Liverpool,14,72,7
348,14,21,Smith Rowe,3,Arsenal,Arsenal,3,57,7
478,14,353,Lloris,1,Spurs,Spurs,6,54,7
569,14,201,Evans,2,Leicester,Leicester,13,54,7
581,14,558,Ødegaard,3,Arsenal,Arsenal,3,55,7
108,14,470,Ait Nouri,2,Wolves,Wolves,39,44,6
123,14,361,Dier,2,Spurs,Spurs,6,46,6
193,14,354,Sissoko,3,Watford,Watford,57,44,6
234,14,484,Gray,3,Everton,Everton,11,55,6
291,14,367,Sánchez,2,Spurs,Spurs,6,44,6
