,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
186,23,482,Schär,2,15,Newcastle,4,45,21
161,23,432,Jota,3,20,Wolves,39,63,19
134,23,266,Danilo,2,13,Man City,43,48,15
332,23,3,Koscielny,2,1,Arsenal,3,54,15
401,23,253,Salah,3,12,Liverpool,14,132,15
338,23,275,Sané,3,13,Man City,43,93,12
228,23,4,Bellerín,2,1,Arsenal,3,53,11
244,23,312,Lascelles,2,15,Newcastle,4,47,11
512,23,12,Sokratis,2,1,Arsenal,3,51,11
222,23,368,Winks,3,17,Spurs,6,55,10
251,23,338,Ward-Prowse,3,16,Southampton,20,51,10
304,23,475,Moutinho,3,20,Wolves,39,51,10
430,23,59,Groß,3,3,Brighton,36,67,10
450,23,270,Sterling,3,13,Man City,43,117,10
69,23,365,Alli,3,17,Spurs,6,88,9
99,23,43,Wilson,4,2,Bournemouth,91,69,9
200,23,383,Kiko Femenía,2,18,Watford,57,42,9
217,23,172,Sigurdsson,3,8,Everton,11,74,9
16,23,382,Mariappa,2,18,Watford,57,42,8
24,23,22,Lacazette,4,1,Arsenal,3,94,8
75,23,445,Foster,1,18,Watford,57,46,8
297,23,45,King,4,2,Bournemouth,91,64,8
330,23,265,Walker,2,13,Man City,43,64,8
360,23,305,Rashford,4,14,Man Utd,1,73,8
434,23,302,Pogba,3,14,Man Utd,1,86,8
462,23,257,Firmino,4,12,Liverpool,14,93,8
540,23,67,Heaton,1,4,Burnley,90,48,8
43,23,149,Townsend,3,7,Crystal Palace,31,56,7
67,23,326,Pérez,4,15,Newcastle,4,61,7
158,23,225,Gray,3,11,Leicester,13,54,7
484,23,251,Mané,3,12,Liverpool,14,103,7
521,23,27,Steve Cook,2,2,Bournemouth,91,43,7
14,23,29,Adam Smith,2,2,Bournemouth,91,43,6
59,23,25,Boruc,1,2,Bournemouth,91,41,6
66,23,268,Laporte,2,13,Man City,43,63,6
85,23,2,Leno,1,1,Arsenal,3,49,6
107,23,74,Taylor,2,4,Burnley,90,44,6
111,23,364,Eriksen,3,17,Spurs,6,92,6
147,23,42,Brooks,3,2,Bournemouth,91,50,6
155,23,310,Yedlin,2,15,Newcastle,4,45,6
169,23,260,Ederson,1,13,Man City,43,57,6
196,23,314,Lejeune,2,15,Newcastle,4,44,6
233,23,323,Hayden,3,15,Newcastle,4,43,6
249,23,72,Tarkowski,2,4,Burnley,90,47,6
250,23,138,Tomkins,2,7,Crystal Palace,31,43,6
303,23,378,Holebas,2,18,Watford,57,48,6
369,23,309,Dubravka,1,15,Newcastle,4,50,6
388,23,486,Meyer,3,7,Crystal Palace,31,55,6
412,23,241,Clyne,2,2,Bournemouth,91,44,6
414,23,31,Aké,2,2,Bournemouth,91,51,6
420,23,264,Otamendi,2,13,Man City,43,60,6
476,23,427,Bennett,2,20,Wolves,39,41,6
482,23,433,Neves,3,20,Wolves,39,49,6
496,23,8,Kolasinac,2,1,Arsenal,3,49,6
39,23,247,Robertson,2,12,Liverpool,14,67,5
78,23,70,Mee,2,4,Burnley,90,46,5
154,23,60,Pröpper,3,3,Brighton,36,48,5
223,23,571,Barnes,3,11,Leicester,13,55,5
253,23,234,Vardy,4,11,Leicester,13,90,5
301,23,294,Dalot,2,14,Man Utd,1,53,5
328,23,526,Zouma,2,8,Everton,11,50,5
349,23,150,Milivojevic,3,7,Crystal Palace,31,65,5
407,23,256,Keita,3,12,Liverpool,14,71,5
439,23,75,Bardsley,2,4,Burnley,90,42,5
453,23,437,Jiménez,4,20,Wolves,39,69,5
485,23,493,Rondón,4,15,Newcastle,4,59,5
502,23,280,Agüero,4,13,Man City,43,120,5
560,23,151,Zaha,4,7,Crystal Palace,31,70,5
245,23,233,Maddison,3,11,Leicester,13,66,4
262,23,456,Seri,3,9,Fulham,54,49,4
554,23,246,van Dijk,2,12,Liverpool,14,67,4
3,23,14,Ramsey,3,1,Arsenal,3,71,3
62,23,80,Westwood,3,4,Burnley,90,46,3
109,23,320,Atsu,3,15,Newcastle,4,51,3
143,23,37,Gosling,3,2,Bournemouth,91,47,3
167,23,534,McNeil,3,4,Burnley,90,44,3
183,23,389,Capoue,3,18,Watford,57,48,3
227,23,351,Lloris,1,17,Spurs,6,54,3
232,23,274,Gündogan,3,13,Man City,43,54,3
238,23,82,Cork,3,4,Burnley,90,46,3
265,23,78,Hendrick,3,4,Burnley,90,52,3
320,23,273,De Bruyne,3,13,Man City,43,96,3
346,23,450,Torreira,3,1,Arsenal,3,47,3
379,23,451,Guendouzi,3,1,Arsenal,3,44,3
384,23,317,Ritchie,3,15,Newcastle,4,58,3
478,23,40,Fraser,3,2,Bournemouth,91,64,3
498,23,531,Longstaff,3,15,Newcastle,4,45,3
538,23,388,Cleverley,3,18,Watford,57,50,3
27,23,328,McCarthy,1,16,Southampton,20,43,2
36,23,299,Herrera,3,14,Man Utd,1,50,2
52,23,301,Martial,3,14,Man Utd,1,72,2
61,23,85,Barnes,4,4,Burnley,90,56,2
64,23,293,Young,2,14,Man Utd,1,57,2
96,23,101,Paterson,3,5,Cardiff,97,48,2
117,23,87,Wood,4,4,Burnley,90,63,2
149,23,282,de Gea,1,14,Man Utd,1,57,2
168,23,122,Hazard,3,6,Chelsea,8,110,2
173,23,212,Kachunga,4,10,Huddersfield,38,48,2
187,23,255,Fabinho,3,12,Liverpool,14,55,2
191,23,465,Felipe Anderson,3,19,West Ham,21,68,2
210,23,394,Deulofeu,3,18,Watford,57,57,2
240,23,333,Stephens,2,16,Southampton,20,42,2
246,23,147,McArthur,3,7,Crystal Palace,31,49,2
248,23,254,Milner,3,12,Liverpool,14,56,2
254,23,463,Vestergaard,2,16,Southampton,20,46,2
255,23,335,Bednarek,2,16,Southampton,20,40,2
256,23,355,Vertonghen,2,17,Spurs,6,59,2
268,23,300,Lingard,3,14,Man Utd,1,67,2
275,23,98,Ralls,3,5,Cardiff,97,46,2
291,23,154,Pickford,1,8,Everton,11,49,2
293,23,459,Jorginho,3,6,Chelsea,8,46,2
310,23,65,Locadia,4,3,Brighton,36,53,2
319,23,498,Kepa,1,6,Chelsea,8,54,2
325,23,357,Trippier,2,17,Spurs,6,60,2
333,23,519,Dendoncker,3,20,Wolves,39,43,2
348,23,400,Fabianski,1,19,West Ham,21,47,2
367,23,411,Noble,3,19,West Ham,21,48,2
394,23,415,Antonio,3,19,West Ham,21,68,2
406,23,126,Kanté,3,6,Chelsea,8,49,2
413,23,100,Mendez-Laing,3,5,Cardiff,97,48,2
415,23,343,Redmond,3,16,Southampton,20,55,2
417,23,88,Etheridge,1,5,Cardiff,97,46,2
418,23,296,Matic,3,14,Man Utd,1,50,2
426,23,339,Oriol Romeu,3,16,Southampton,20,42,2
427,23,176,Niasse,4,5,Cardiff,97,50,2
442,23,285,Jones,2,14,Man Utd,1,51,2
443,23,23,Aubameyang,4,1,Arsenal,3,108,2
458,23,393,Richarlison,3,8,Everton,11,64,2
473,23,454,Patrício,1,20,Wolves,39,45,2
503,23,509,Rico,1,9,Fulham,54,44,2
543,23,396,Deeney,4,18,Watford,57,58,2
549,23,292,Lindelöf,2,14,Man Utd,1,49,2
561,23,124,Willian,3,6,Chelsea,8,71,2
569,23,556,Valery,2,16,Southampton,20,41,2
10,23,471,Diakhaby,3,10,Huddersfield,38,45,1
21,23,480,Mitrovic,4,9,Fulham,54,63,1
26,23,15,Iwobi,3,1,Arsenal,3,54,1
34,23,468,Alisson,1,12,Liverpool,14,59,1
44,23,508,André Gomes,3,8,Everton,11,54,1
48,23,403,Ogbonna,2,19,West Ham,21,42,1
82,23,276,Bernardo Silva,3,13,Man City,43,78,1
86,23,110,Reid,4,5,Cardiff,97,52,1
91,23,92,Ecuele Manga,2,5,Cardiff,97,44,1
100,23,9,Chambers,2,9,Fulham,54,42,1
102,23,177,Tosun,4,8,Everton,11,64,1
106,23,28,Daniels,2,2,Bournemouth,91,41,1
128,23,113,Azpilicueta,2,6,Chelsea,8,64,1
137,23,354,Rose,2,17,Spurs,6,58,1
151,23,271,David Silva,3,13,Man City,43,85,1
152,23,359,Sánchez,2,17,Spurs,6,58,1
156,23,406,Rice,2,19,West Ham,21,44,1
207,23,51,Bong,2,3,Brighton,36,44,1
211,23,62,Murray,4,3,Brighton,36,61,1
236,23,409,Diop,2,19,West Ham,21,42,1
260,23,419,Chicharito,4,19,West Ham,21,61,1
264,23,141,Schlupp,2,7,Crystal Palace,31,43,1
269,23,243,Matip,2,12,Liverpool,14,49,1
271,23,94,Bennett,2,5,Cardiff,97,44,1
281,23,191,Lössl,1,10,Huddersfield,38,44,1
288,23,505,Ayew,4,7,Crystal Palace,31,57,1
306,23,297,Mata,3,14,Man Utd,1,61,1
308,23,208,Bacuna,3,10,Huddersfield,38,42,1
309,23,36,Stanislas,3,2,Bournemouth,91,60,1
335,23,95,Peltier,2,5,Cardiff,97,39,1
371,23,503,Montoya,2,3,Brighton,36,43,1
383,23,425,Doherty,2,20,Wolves,39,53,1
385,23,479,Targett,2,16,Southampton,20,42,1
392,23,162,Keane,2,8,Everton,11,48,1
465,23,489,Snodgrass,3,19,West Ham,21,50,1
468,23,426,Saïss,2,20,Wolves,39,42,1
469,23,306,Lukaku,4,14,Man Utd,1,107,1
475,23,575,Babel,3,9,Fulham,54,56,1
497,23,157,Coleman,2,8,Everton,11,52,1
505,23,49,Duffy,2,3,Brighton,36,47,1
