,player_id,web_name,team_code,element_type,now_cost,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,200,Schmeichel,13,1,49,6.1386666666666665,False,1,1,16.6,6.1386666666666665
1,234,Robertson,14,2,73,6.557666666666667,False,1,1,11.7,6.557666666666667
2,237,Alexander-Arnold,14,2,84,7.399000000000001,False,1,1,38.8,7.399000000000001
3,262,Dias,43,2,61,6.175,False,1,1,16.9,6.175
4,22,Saka,3,3,67,6.953666666666666,False,1,1,29.4,6.953666666666666
5,212,Maddison,13,3,69,6.375333333333333,False,1,1,13.8,6.375333333333333
6,233,Salah,14,3,133,8.991999999999999,True,2,1,59.0,17.983999999999998
7,359,Son,6,3,110,7.024666666666666,False,1,1,26.4,7.024666666666666
8,503,Gordon,11,3,46,6.219333333333332,False,1,1,3.8,6.219333333333332
9,20,Nketiah,3,4,55,5.3643333333333345,False,1,1,4.9,5.3643333333333345
10,180,Richarlison,11,4,75,6.955666666666667,False,1,1,6.9,6.955666666666667
11,376,Foster,57,1,41,4.284666666666666,False,0,0,19.8,0.0
12,178,Holgate,11,2,42,3.6876666666666664,False,0,0,0.7,0.0
13,466,Tavares,3,2,43,4.402666666666666,False,0,0,0.7,0.0
14,111,Vydra,90,4,52,3.872666666666666,False,0,0,0.5,0.0
