,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,0.0,0.0,232223,0,0,-1,1,0,4,0.0,0.0,0,Folarin,0.0,1,False,Transferred to Monaco,2023-08-31T08:55:15.272751Z,44,232223.jpg,0.0,Balogun,0.2,False,,u,1,3,0,10024,0,63534,37,0.0,0.0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,695,70,689,72,661,69,698,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,561,105,600,56,708,77,347,53,0.0,0.0
1,,,58822,0,0,-2,2,0,2,0.5,2.0,0,Cédric,0.0,2,False,,,38,58822.jpg,1.0,Alves Soares,0.5,False,,a,1,3,3,63310,1534,62521,1880,0.0,0.8,Cédric,59,0,0,0,0,0,0,0,0,0,0,0,15,2.0,4.3,0.0,0.6,0,0.00,0.02,0.02,0.39,521,186,464,172,480,176,516,182,,,,,,,0.0,0.0,0.03,0.03,0.59,0.0,848,270,399,137,453,155,247,99,0.0,0.0
2,100.0,100.0,153256,0,0,-1,1,0,3,0.5,2.0,0,Mohamed,0.0,3,False,,2023-12-30T22:30:09.113694Z,44,153256.jpg,2.0,Elneny,0.1,False,,a,1,3,6,13529,11,20454,48,0.0,1.4,M.Elneny,25,0,1,0,0,0,0,0,0,0,0,0,16,4.0,2.1,10.0,1.6,0,0.08,0.01,0.09,0.13,509,228,476,231,443,220,507,229,,,,,,,0.29,0.0,0.04,0.33,0.47,0.0,533,316,586,199,302,126,476,157,0.0,0.0
3,100.0,100.0,438098,0,0,-1,1,0,3,0.8,2.6,1,Fábio,0.3,4,False,,2023-12-07T12:00:08.489004Z,54,438098.jpg,2.2,Ferreira Vieira,0.1,False,,a,1,3,24,11753,11,19163,37,0.1,4.4,Fábio Vieira,290,1,3,1,2,0,0,0,0,1,0,0,67,82.8,88.8,85.0,25.5,2,1.25,0.64,1.89,1.83,400,169,306,168,287,148,372,166,,,,,4.0,,0.39,0.0,0.2,0.59,0.57,0.62,121,74,359,171,281,117,447,144,0.62,0.31
4,100.0,100.0,226597,0,0,4,-4,3,2,5.5,12.0,12,Gabriel,5.0,5,True,,2024-03-18T22:00:08.938811Z,54,226597.jpg,4.2,dos Santos Magalhães,28.5,False,,a,1,3,133,3393199,45922,3339150,82262,0.9,24.6,Gabriel,2714,3,1,14,23,1,0,0,4,0,0,6,598,627.0,116.1,361.0,110.6,30,4.08,0.58,4.66,22.34,54,17,267,77,93,4,106,16,,,,,,,0.14,0.0,0.02,0.16,0.74,0.76,116,12,26,5,40,6,11,2,0.99,0.46
5,100.0,100.0,219847,0,0,-1,1,4,3,7.2,15.4,17,Kai,6.7,6,False,,2023-12-23T20:00:08.458889Z,74,219847.jpg,4.5,Havertz,7.5,False,,a,1,3,150,943517,45910,623970,75246,0.9,20.3,Havertz,2267,11,7,14,19,0,0,0,9,0,0,12,416,625.4,515.9,849.0,198.9,26,10.44,2.92,13.35,17.15,56,19,55,46,15,9,22,17,,,,,3.0,,0.41,0.0,0.12,0.53,0.68,0.75,25,15,7,4,32,23,52,17,1.03,0.56
6,100.0,100.0,205651,0,0,-3,3,1,4,2.8,6.6,6,Gabriel,2.3,8,False,,2024-02-05T08:30:09.036230Z,77,205651.jpg,3.3,Fernando de Jesus,2.8,False,,a,1,3,79,1137087,2510,1196547,13531,0.3,10.3,G.Jesus,1446,4,6,11,11,0,0,0,6,0,0,10,249,339.6,379.1,745.0,146.6,17,6.23,3.15,9.38,11.65,200,23,83,7,24,13,65,14,,,,,,,0.39,0.0,0.2,0.59,0.73,0.68,21,8,149,23,126,24,111,20,1.06,0.68
7,100.0,100.0,85955,0,0,-2,2,0,3,2.7,6.4,1,Jorge Luiz,2.2,9,False,,2023-12-18T00:00:09.353001Z,53,85955.jpg,1.9,Frello Filho,0.2,False,,a,1,3,43,12055,37,21802,260,0.4,8.1,Jorginho,912,0,2,4,11,0,0,0,1,0,0,1,179,165.0,187.8,16.0,36.8,10,0.10,1.77,1.87,8.40,332,141,192,118,427,212,324,150,,,,,,,0.01,0.0,0.17,0.18,0.83,1.09,127,77,158,71,342,150,341,105,0.99,0.39
8,,,440854,0,0,-2,2,1,2,2.5,6.0,6,Jakub,2.0,10,False,,,43,440854.jpg,3.6,Kiwior,1.0,False,,a,1,3,65,248531,918,154797,9636,0.5,15.1,Kiwior,940,1,3,6,8,0,0,0,1,0,0,1,254,228.8,106.9,90.0,42.7,11,0.74,0.60,1.34,5.11,286,107,283,87,278,85,300,102,,,,,,,0.07,0.0,0.06,0.13,0.49,0.77,645,145,164,52,76,11,188,77,1.05,0.57
9,0.0,0.0,479683,0,0,0,0,0,3,0.0,0.0,0,Marcus,0.0,11,False,Season long loan to FC Nantes,2023-08-14T03:57:12.475590Z,45,479683.jpg,0.0,Oliveira Alencar,0.0,False,,u,1,3,0,819,0,11933,8,0.0,0.0,Marquinhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,748,296,744,295,728,289,752,297,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,432,252,675,248,754,298,554,192,0.0,0.0
10,100.0,100.0,444145,0,0,-4,4,2,3,1.5,4.0,2,Gabriel,1.0,12,False,,2024-03-05T09:00:08.920090Z,76,444145.jpg,3.6,Martinelli Silva,4.5,False,,a,1,3,113,1276306,746,2255148,18062,0.1,14.9,Martinelli,1860,6,5,10,20,0,0,0,1,0,0,6,372,458.0,628.4,718.0,180.0,23,5.97,4.74,10.70,13.00,130,57,40,34,26,13,35,27,,,,,,,0.29,0.0,0.23,0.52,0.63,0.97,22,13,283,137,87,44,90,26,1.11,0.48
11,100.0,100.0,205533,0,0,-5,5,1,4,1.0,3.0,0,Eddie,0.5,13,False,,2023-11-09T08:30:08.250179Z,50,205533.jpg,2.6,Nketiah,3.2,False,,a,1,3,71,1585029,332,1702937,3368,0.1,14.2,Nketiah,1065,5,4,6,10,0,0,0,3,0,0,5,206,235.0,136.3,417.0,77.2,10,4.65,0.53,5.18,10.21,278,35,243,33,72,28,193,33,,,,,,,0.39,0.0,0.04,0.43,0.86,0.85,193,45,330,41,196,35,108,19,0.85,0.51
12,100.0,100.0,184029,0,0,1,-1,3,3,7.2,15.4,20,Martin,6.7,14,False,,2024-04-15T08:30:08.797068Z,86,184029.jpg,5.4,Ødegaard,18.3,False,,a,1,3,168,2853566,58706,3441614,41204,0.8,19.5,Ødegaard,2740,8,9,17,20,0,0,0,2,0,0,24,645,816.2,1328.6,665.0,281.2,31,6.32,9.03,15.35,21.40,26,11,3,3,32,18,6,5,3.0,,1.0,,2.0,,0.21,0.0,0.3,0.51,0.7,0.66,8,5,8,5,13,9,17,6,1.02,0.56
13,100.0,100.0,167199,0,0,-2,2,0,3,1.8,4.6,4,Thomas,1.3,15,False,,2023-10-25T12:00:07.465521Z,48,167199.jpg,1.7,Partey,0.1,False,,a,1,3,17,9001,52,38072,43,0.3,3.5,Thomas,447,0,0,3,2,0,0,0,0,0,0,0,98,77.0,92.2,25.0,19.5,5,0.22,0.38,0.60,4.59,410,175,299,164,401,200,405,183,,,,,,,0.04,0.0,0.08,0.12,0.92,0.4,281,182,243,117,372,162,377,115,1.01,0.6
14,0.0,0.0,195735,0,0,-1,1,0,3,0.0,0.0,0,Nicolas,0.0,16,False,Permanent move to Trabzonspor,2023-09-11T14:13:51.462896Z,49,195735.jpg,0.0,Pépé,0.0,False,,u,1,3,0,667,0,6510,4,0.0,0.0,Pepe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,824,350,821,349,815,347,825,350,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,239,151,786,328,825,350,549,190,0.0,0.0
15,,,225321,0,0,-5,5,0,1,0.5,2.0,0,Aaron,0.0,17,False,,,45,225321.jpg,3.3,Ramsdale,5.5,False,,a,1,3,20,284753,181,1525722,2874,0.0,4.4,Ramsdale,540,0,0,2,5,0,0,0,0,0,9,0,90,73.2,0.0,0.0,7.3,6,0.00,0.01,0.01,5.81,416,32,721,90,701,83,463,32,,,,,,,0.0,1.5,0.0,0.0,0.97,0.83,388,21,644,93,113,17,71,13,1.0,0.33
