,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1939.0,2004.5,2028.6,2034.27,-103.67,447987,38345,3082,569,6.4%
1,FplSimpson,2003.0,2048.35,2072.86,2063.38,-78.66,173798,9538,56,12,13.8%
2,FplStatsdan,1950.0,1999.24,2003.06,1989.32,-67.08,390378,43488,13355,8493,17.6%
3,FF_Trout,2018.0,2070.85,2073.42,2071.96,-74.0,131870,3883,52,8,15.3%
4,dilksybab,2085.0,2147.94,2122.56,2086.39,-53.39,28230,23,1,4,23.5%
5,theFPLkiwi,1902.0,1994.96,2038.15,2016.48,-134.8,682401,48614,1807,1889,1.9%
6,jameso_12,1924.0,1936.96,1996.72,1968.5,-63.82,537667,166072,16921,22149,18.9%
7,api_kakayou,2076.0,2020.57,2001.57,1989.91,52.35,36408,23994,14219,8283,77%
8,usafpl,1939.0,1933.53,1943.19,1915.94,-11.75,449040,176644,101240,110497,44.3%
9,CazzaFPL,2109.0,2088.65,2111.22,2074.88,-2.55,13977,1539,1,8,48.9%
10,PlanetosFPL,1996.0,2053.36,2067.6,2046.04,-79.62,196256,8156,122,124,13.4%
11,analytic_fpl,2039.0,2011.4,2012.49,2003.11,10.13,87150,31237,8442,4168,55.6%
12,rogue_wee,1993.0,2040.83,2042.42,2014.71,-59.43,205764,12565,1436,2138,20.5%
13,mtthwmn,2043.0,2055.49,2067.22,2056.01,-36.56,79664,7536,122,40,30.9%
14,cmusson32,1966.0,2016.89,2025.38,2036.48,-80.32,311963,26443,3873,466,13.3%
15,FPLstudent2,2037.0,2117.32,2053.31,2078.22,-65.28,90727,310,587,7,18.4%
16,peterhandleson,1813.0,1871.76,1889.46,1881.08,-87.83,1441769,472544,312639,243210,10.6%
17,chrishp,2080.0,2074.61,2032.85,2025.46,16.29,32603,3171,2548,1140,58.9%
18,plfantasy,2035.0,1993.63,1949.2,1932.99,57.07,95725,50594,85226,69868,79.1%
19,FPLmeta,2044.0,2031.53,2054.78,2045.3,-19.99,77524,17454,407,142,39.5%
20,FplAuto,1981.0,2048.85,2032.26,1994.49,-63.71,250691,9327,2652,6441,18.9%
21,NourEldin_z3r0,2090.0,2068.88,2000.33,1986.88,52.24,25103,4179,14768,9318,76.9%
22,UkendtPerson45,2050.0,2116.51,2066.4,2050.38,-47.02,68428,320,134,73,26.1%
23,MikkelTokvam,2055.0,2099.34,2044.54,2027.78,-21.42,60569,848,1175,883,39%
24,Klaudioz,1989.0,1915.63,1854.66,1840.82,99.48,222337,244491,535250,485310,92.4%
25,FantasianPL,1871.0,1982.39,1945.14,1933.5,-102.1,918239,67353,95225,69067,6.7%
26,rama96ab,2019.0,2073.86,2052.64,2040.14,-56.15,129974,3246,632,228,21.9%
27,FPL_LFE,2071.0,2025.93,1961.06,1943.19,75.19,41530,20622,60509,53145,86.4%
28,_jtreble,2093.0,2090.88,2042.82,2015.72,23.97,22675,1323,1415,1945,62.8%
29,DanielSaetre,2065.0,2029.68,2039.2,2020.74,15.22,47908,18360,1699,1616,58.1%
30,FBinary01,2092.0,2019.86,1994.31,1974.76,76.18,23372,24483,19378,17604,86.7%
31,FPL_Data,1925.0,1977.42,1951.78,1958.25,-57.14,532263,74928,77911,31689,21.3%
32,FPL_ElStatto,1960.0,1913.39,1939.11,1922.74,14.81,341417,252738,112763,93536,57.8%
33,FplSigurd,2084.0,2129.45,2094.77,2074.26,-34.9,29255,145,5,8,31.6%
34,JoeBopara,1939.0,2001.34,2025.97,1996.9,-89.09,449312,41881,3735,5860,10.3%
35,dLincolnlawyer,2044.0,2093.7,2044.24,2037.64,-33.85,78367,1114,1211,417,32.1%
36,FPL_Statoholic,2059.0,1950.13,2001.37,2007.64,52.1,55209,130084,14255,3065,76.8%
37,FplAmateur,2061.0,1985.49,1945.98,1933.67,86.56,52271,62012,92477,68788,89.6%
38,wolacola,2076.0,2073.9,2053.65,2054.26,-4.29,36615,3242,585,45,47.9%
39,Hashtag_MEGA,2005.0,2060.65,2074.56,2073.56,-84.65,167355,6307,48,8,11.6%
40,dav_fifa,2021.0,1883.3,1854.75,1839.88,142.18,126480,400674,534950,490812,98.3%
41,MaulanaRiandi,2129.0,2105.1,2028.4,2001.94,64.95,7053,620,3117,4388,82.1%
42,Rak464,2029.0,1987.93,2009.91,1989.42,13.21,107835,58711,9469,8468,57.1%
43,ArneBarsnes,2150.0,2079.74,2059.88,2045.88,68.56,3122,2510,245,139,83.7%
44,FPL_PapaSmurf,1995.0,1913.99,1920.25,1913.63,59.1,200203,250005,168602,117992,79.8%
45,gezza96,2121.0,2066.41,2000.6,1982.65,85.38,9501,4770,14649,11794,89.3%
46,Raghy78d,2124.0,2084.69,2070.1,2040.83,39.21,8443,1946,79,223,70.3%
47,pdhFPL,1967.0,2084.23,2051.34,2065.32,-119.58,307999,1960,801,9,3.6%
48,NeilRankinZA,1973.0,1915.56,1896.29,1907.34,46.85,282089,244701,278343,138594,74.1%
49,EuanThompson,2136.0,2136.11,2091.2,2080.73,13.97,5466,66,6,4,57.5%
50,FPLrookie1,2005.0,2036.75,2004.08,1973.54,-19.16,168968,14761,12786,18460,40%
51,FplBudget,2077.0,1973.18,1973.44,1969.68,85.01,35527,81546,41612,21453,89.2%
52,FF_Vader,2101.0,2061.67,2068.87,2037.92,25.03,18076,6054,100,398,63.4%
53,alasdairtweets,2151.0,2089.38,2066.93,2042.61,65.17,3054,1433,125,206,82.1%
54,fpl_analytic,1966.0,1926.27,1947.09,1942.07,7.41,313489,203842,89566,54968,54.3%
55,stephendeyoung,1954.0,1949.72,1920.73,1900.63,10.84,369899,131033,167200,160687,55.9%
56,James_Ingram15,2006.0,2070.3,2058.7,2047.31,-72.49,164798,4002,289,85,15.7%
57,FPL_Kid,2036.0,2002.98,1956.74,1957.37,44.24,93505,40303,68019,32986,73%
58,fpl_jan,2216.0,2190.05,2087.45,2054.72,86.69,135,4,9,41,89.7%
59,FPL_Mezzala,2116.0,2144.05,2080.06,2063.8,0.93,11111,39,19,12,50.8%
60,morstats,1991.0,1996.59,1926.07,1908.66,28.21,212318,46315,150857,133720,65.1%
61,FplOpinion,2031.0,2015.74,2030.04,2026.96,-13.3,102956,27588,2901,926,43.6%
62,_NeilFPL,2100.0,2086.3,2054.4,2043.69,19.04,18456,1734,423,181,60.2%
63,UnderstandingF8,1943.0,1857.78,1848.39,1831.32,77.46,429172,555121,578960,554860,87%
64,EejRoberts,2017.0,2071.46,2057.71,2048.46,-61.92,134528,3821,310,82,19.7%
65,FPL_Gents,2052.0,2005.09,2025.91,2003.33,20.54,65886,37829,3768,4103,61%
66,FPLHaggis,2024.0,2045.34,1995.86,1975.48,-0.8,118567,10704,17677,16655,49.8%
67,Jumpthewave,2046.0,2054.45,2012.72,1987.91,8.34,75482,7801,8393,9027,54.8%
68,DarraghNoonan,2098.0,2106.64,2040.88,2026.65,20.85,19626,568,1548,963,61.1%
69,FPL_Chase,2102.0,2081.59,2065.67,2045.73,18.05,17441,2313,138,139,60%
70,jonwalker88,1966.0,2037.43,2059.7,2058.91,-106.17,311501,14487,245,21,6.1%
71,TomDavies_17,2112.0,2098.43,2047.18,2035.15,32.48,12702,880,915,510,67%
72,FodWeTrust,1983.0,2006.35,2038.96,2021.58,-59.47,242107,35896,1723,1534,20.5%
73,FplPass,2043.0,1998.95,1915.06,1911.32,82.28,80268,43808,190571,125160,88.4%
