rank,prev_rank,name,league,off,def,spi
1,1,Manchester City,Barclays Premier League,2.88,0.2,93.62
2,2,Barcelona,Spanish Primera Division,3.28,0.52,91.61
3,3,Bayern Munich,German Bundesliga,3.17,0.55,90.41
4,5,Manchester United,Barclays Premier League,2.46,0.35,88.13
5,4,Liverpool,Barclays Premier League,2.56,0.4,88.11
6,7,Chelsea,Barclays Premier League,2.24,0.24,88.08
7,6,Real Madrid,Spanish Primera Division,2.49,0.42,87.03
8,8,RB Leipzig,German Bundesliga,2.37,0.39,86.41
9,9,Internazionale,Italy Serie A,2.4,0.46,85.27
10,13,Atletico Madrid,Spanish Primera Division,2.2,0.4,84.36
11,10,Atalanta,Italy Serie A,2.56,0.6,84.34
12,16,Borussia Dortmund,German Bundesliga,2.67,0.66,84.29
13,18,Sevilla FC,Spanish Primera Division,2.18,0.43,83.51
14,11,Arsenal,Barclays Premier League,2.21,0.46,83.04
15,12,Paris Saint-Germain,French Ligue 1,2.54,0.67,82.8
16,14,Juventus,Italy Serie A,2.47,0.65,82.36
17,15,Ajax,Dutch Eredivisie,2.7,0.82,81.75
18,19,Villarreal,Spanish Primera Division,2.25,0.61,80.45
19,21,Leicester City,Barclays Premier League,2.06,0.52,79.73
20,17,Real Sociedad,Spanish Primera Division,2.11,0.57,79.49
21,20,VfL Wolfsburg,German Bundesliga,2.15,0.59,79.45
22,23,Brighton and Hove Albion,Barclays Premier League,1.94,0.48,79.03
23,24,AS Monaco,French Ligue 1,2.19,0.65,78.68
24,29,Athletic Bilbao,Spanish Primera Division,1.86,0.48,77.73
25,22,FC Salzburg,Austrian T-Mobile Bundesliga,2.74,1.07,77.59
26,25,Lyon,French Ligue 1,2.18,0.71,77.09
27,26,Benfica,Portuguese Liga,2.16,0.7,77.08
28,27,Napoli,Italy Serie A,2.21,0.74,76.95
29,30,Tottenham Hotspur,Barclays Premier League,2.19,0.73,76.89
30,35,Bayer Leverkusen,German Bundesliga,2.11,0.71,76.2
31,31,Real Betis,Spanish Primera Division,1.95,0.61,75.96
32,38,Zenit St Petersburg,Russian Premier Liga,2.27,0.84,75.77
33,33,FC Porto,Portuguese Liga,2.0,0.68,75.24
34,39,Borussia Monchengladbach,German Bundesliga,2.19,0.82,75.03
35,37,Lille,French Ligue 1,1.65,0.45,74.84
36,28,Eintracht Frankfurt,German Bundesliga,2.34,0.94,74.62
37,34,AC Milan,Italy Serie A,2.09,0.78,74.33
38,32,West Ham United,Barclays Premier League,2.11,0.8,74.32
39,41,Aston Villa,Barclays Premier League,1.96,0.7,74.09
40,44,Everton,Barclays Premier League,1.92,0.69,73.45
41,47,Leeds United,Barclays Premier League,2.13,0.85,73.23
42,42,Wolverhampton,Barclays Premier League,1.78,0.61,73.19
43,43,Flamengo,Brasileiro Série A,2.09,0.83,73.13
44,40,Lazio,Italy Serie A,2.18,0.9,72.9
45,46,TSG Hoffenheim,German Bundesliga,2.11,0.86,72.85
46,45,Celta Vigo,Spanish Primera Division,1.99,0.77,72.78
47,36,AS Roma,Italy Serie A,2.02,0.82,72.19
48,56,Getafe,Spanish Primera Division,1.63,0.55,71.9
49,54,Osasuna,Spanish Primera Division,1.72,0.63,71.48
50,49,Shakhtar Donetsk,UEFA Europa League,2.17,0.99,70.89
51,55,Young Boys,Swiss Raiffeisen Super League,2.07,0.92,70.68
52,51,Olympiacos,Greek Super League,1.9,0.8,70.51
53,48,1. FC Union Berlin,German Bundesliga,1.84,0.76,70.41
54,50,Club Brugge,Belgian Jupiler League,1.98,0.89,70.04
55,52,Fulham,Barclays Premier League,1.7,0.68,70.02
56,53,VfB Stuttgart,German Bundesliga,2.09,0.99,69.64
57,59,Hertha Berlin,German Bundesliga,1.83,0.82,68.76
58,57,Sporting CP,Portuguese Liga,1.66,0.69,68.73
59,64,Mainz,German Bundesliga,1.94,0.93,68.31
60,60,PSV,Dutch Eredivisie,2.11,1.06,68.24
61,61,Southampton,Barclays Premier League,1.89,0.9,68.0
62,72,Sassuolo,Italy Serie A,2.04,1.02,67.98
63,68,Stade Rennes,French Ligue 1,1.61,0.69,67.84
64,66,SC Freiburg,German Bundesliga,1.87,0.9,67.65
65,62,Valencia,Spanish Primera Division,1.83,0.92,66.41
66,67,Dinamo Zagreb,UEFA Europa League,1.91,1.0,66.22
67,63,Rangers,Scottish Premiership,1.83,0.93,66.13
68,69,SD Huesca,Spanish Primera Division,1.7,0.83,66.1
69,71,Slavia Prague,UEFA Europa League,1.85,0.96,65.89
70,70,Burnley,Barclays Premier League,1.77,0.9,65.78
71,58,Eibar,Spanish Primera Division,1.66,0.81,65.65
72,78,Alavés,Spanish Primera Division,1.64,0.81,65.48
73,74,River Plate,Argentina Primera Division,1.74,0.88,65.48
74,97,Torino,Italy Serie A,1.85,0.98,65.32
75,80,Newcastle,Barclays Premier League,1.77,0.95,64.47
76,65,Norwich City,English League Championship,1.77,0.96,64.3
77,88,Lokomotiv Moscow,Russian Premier Liga,1.73,0.93,64.22
78,77,Brentford,English League Championship,1.68,0.89,64.16
79,83,Lens,French Ligue 1,1.77,0.96,64.15
80,81,Granada,Spanish Primera Division,1.65,0.87,63.99
81,79,AZ,Dutch Eredivisie,1.98,1.16,63.87
82,73,Levante,Spanish Primera Division,1.69,0.91,63.86
83,76,Udinese,Italy Serie A,1.62,0.86,63.69
84,100,Marseille,French Ligue 1,1.68,0.91,63.63
85,91,Espanyol,Spanish Segunda Division,1.7,0.93,63.59
86,82,Strasbourg,French Ligue 1,1.7,0.93,63.47
87,90,FC Midtjylland,Danish SAS-Ligaen,1.72,0.95,63.45
88,84,Internacional,Brasileiro Série A,1.57,0.83,63.35
89,85,Besiktas,Turkish Turkcell Super Lig,1.91,1.13,63.0
90,101,Braga,Portuguese Liga,1.75,1.02,62.52
91,86,Fiorentina,Italy Serie A,1.75,1.02,62.38
92,87,CSKA Moscow,Russian Premier Liga,1.65,0.96,61.89
93,93,Guangzhou Evergrande,Chinese Super League,1.87,1.15,61.79
94,94,Bodo/Glimt,Norwegian Tippeligaen,2.33,1.55,61.76
95,106,Real Valladolid,Spanish Primera Division,1.57,0.9,61.74
96,95,Dynamo Kiev,UEFA Europa League,1.77,1.07,61.74
97,89,FC Cologne,German Bundesliga,1.82,1.12,61.59
98,104,Atletico Mineiro,Brasileiro Série A,1.64,0.97,61.23
99,99,Bologna,Italy Serie A,1.76,1.08,61.21
100,118,Arminia Bielefeld,German Bundesliga,1.6,0.94,61.07
101,75,Spartak Moscow,Russian Premier Liga,1.81,1.13,61.03
102,113,Sampdoria,Italy Serie A,1.63,0.98,60.97
103,105,Watford,English League Championship,1.56,0.92,60.92
104,96,Kawasaki Frontale,Japanese J League,1.84,1.17,60.7
105,121,AFC Bournemouth,English League Championship,1.67,1.02,60.69
