,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,8,Leno,3,1,49,18,4.144,False,1,9.4,4.144
1,17,Tierney,3,2,54,18,4.288,False,1,10.2,4.288
2,277,Cancelo,43,2,57,18,4.365,False,1,11.9,4.365
3,556,Dias,43,2,58,18,4.773,False,1,9.2,4.773
4,4,Aubameyang,3,3,113,18,5.602,False,1,7.2,5.602
5,272,De Bruyne,43,3,117,18,7.122000000000001,True,2,25.5,14.244000000000002
6,276,Sterling,43,3,114,18,5.723,False,1,5.4,5.723
7,302,Fernandes,1,3,113,18,6.1610000000000005,False,1,52.8,6.1610000000000005
8,306,Rashford,1,3,96,18,5.584,False,1,12.4,5.584
9,303,Martial,1,4,87,18,4.762,False,1,5.9,4.762
10,388,Kane,6,4,110,18,5.3610000000000015,False,1,44.8,5.3610000000000015
