,player_id,event,event_id,web_name,points_md,xmins_md,team,opp_team
0,1,2,20,Raya,3.96,89.09,1,2
1,1,3,29,Raya,3.78,89.09,1,6
2,1,4,36,Raya,4.18,89.09,1,20
3,1,5,42,Raya,3.78,89.09,1,5
4,1,6,51,Raya,4.25,89.09,1,13
5,2,2,20,Arrizabalaga,0.05,0.91,1,2
6,2,3,29,Arrizabalaga,0.05,0.91,1,6
7,2,4,36,Arrizabalaga,0.05,0.91,1,20
8,2,5,42,Arrizabalaga,0.04,0.91,1,5
9,2,6,51,Arrizabalaga,0.05,0.91,1,13
10,3,2,20,Meslier,0.0,0.0,1,2
11,3,3,29,Meslier,0.0,0.0,1,6
12,3,4,36,Meslier,0.0,0.0,1,20
13,3,5,42,Meslier,0.0,0.0,1,5
14,3,6,51,Meslier,0.0,0.0,1,13
15,4,2,20,Gabriel,4.94,87.75,1,2
16,4,3,29,Gabriel,4.59,87.9,1,6
17,4,4,36,Gabriel,5.42,87.9,1,20
18,4,5,42,Gabriel,4.6,87.9,1,5
19,4,6,51,Gabriel,5.44,87.9,1,13
20,5,2,20,J.Timber,0.0,0.0,1,2
21,5,3,29,J.Timber,1.16,20.7,1,6
22,5,4,36,J.Timber,3.88,65.4,1,20
23,5,5,42,J.Timber,3.3,65.4,1,5
24,5,6,51,J.Timber,4.07,65.4,1,13
25,6,2,20,Saliba,0.0,0.0,1,2
26,6,3,29,Saliba,0.0,0.0,1,6
27,6,4,36,Saliba,0.0,0.0,1,20
28,6,5,42,Saliba,0.0,0.0,1,5
29,6,6,51,Saliba,0.0,0.0,1,13
30,7,2,20,Lewis-Skelly,2.21,59.4,1,2
31,7,3,29,Lewis-Skelly,0.92,23.28,1,6
32,7,4,36,Lewis-Skelly,0.83,18.63,1,20
33,7,5,42,Lewis-Skelly,0.79,18.63,1,5
34,7,6,51,Lewis-Skelly,0.86,18.63,1,13
35,8,2,20,Calafiori,4.17,75.15,1,2
36,8,3,29,Calafiori,3.74,70.5,1,6
37,8,4,36,Calafiori,4.06,70.05,1,20
38,8,5,42,Calafiori,3.56,70.05,1,5
39,8,6,51,Calafiori,4.29,70.05,1,13
40,9,2,20,Hincapie,0.73,16.5,1,2
41,9,3,29,Hincapie,1.0,21.45,1,6
42,9,4,36,Hincapie,0.82,18.3,1,20
43,9,5,42,Hincapie,0.78,18.3,1,5
44,9,6,51,Hincapie,0.84,18.3,1,13
45,10,2,20,White,4.42,79.8,1,2
46,10,3,29,White,3.13,57.15,1,6
47,10,4,36,White,1.44,25.05,1,20
48,10,5,42,White,1.27,25.05,1,5
49,10,6,51,White,1.49,25.05,1,13
50,11,2,20,Mosquera,3.32,61.5,1,2
51,11,3,29,Mosquera,1.49,31.05,1,6
52,11,4,36,Mosquera,0.65,10.74,1,20
53,11,5,42,Mosquera,0.62,10.74,1,5
54,11,6,51,Mosquera,0.67,10.74,1,13
55,12,2,20,Saka,5.52,74.85,1,2
56,12,3,29,Saka,5.21,74.85,1,6
57,12,4,36,Saka,5.23,74.85,1,20
58,12,5,42,Saka,4.83,74.85,1,5
59,12,6,51,Saka,5.71,74.85,1,13
60,13,2,20,Rice,3.93,76.8,1,2
61,13,3,29,Rice,3.88,80.7,1,6
62,13,4,36,Rice,3.92,79.8,1,20
63,13,5,42,Rice,3.71,79.8,1,5
64,13,6,51,Rice,4.12,79.8,1,13
65,14,2,20,Eze,1.22,17.54,1,2
66,14,3,29,Eze,1.43,23.75,1,6
67,14,4,36,Eze,1.41,23.05,1,20
68,14,5,42,Eze,1.36,23.05,1,5
69,14,6,51,Eze,1.52,23.05,1,13
70,15,2,20,Ødegaard,4.07,74.4,1,2
71,15,3,29,Ødegaard,3.84,73.35,1,6
72,15,4,36,Ødegaard,3.84,72.6,1,20
73,15,5,42,Ødegaard,3.56,72.6,1,5
74,15,6,51,Ødegaard,4.09,72.6,1,13
75,16,2,20,Madueke,1.03,16.1,1,2
76,16,3,29,Madueke,1.01,16.75,1,6
77,16,4,36,Madueke,1.02,16.75,1,20
78,16,5,42,Madueke,0.97,16.75,1,5
79,16,6,51,Madueke,1.06,16.75,1,13
80,17,2,20,Merino,0.93,5.76,1,2
81,17,3,29,Merino,0.88,3.69,1,6
82,17,4,36,Merino,0.87,3.28,1,20
83,17,5,42,Merino,0.87,3.28,1,5
84,17,6,51,Merino,0.88,3.28,1,13
85,18,2,20,Martinelli,0.77,0.38,1,2
86,18,3,29,Martinelli,0.77,0.38,1,6
87,18,4,36,Martinelli,0.77,0.38,1,20
88,18,5,42,Martinelli,0.77,0.38,1,5
89,18,6,51,Martinelli,0.77,0.38,1,13
90,19,2,20,Zubimendi,1.16,18.54,1,2
91,19,3,29,Zubimendi,1.02,11.93,1,6
92,19,4,36,Zubimendi,1.06,13.12,1,20
93,19,5,42,Zubimendi,1.03,13.12,1,5
94,19,6,51,Zubimendi,1.07,13.12,1,13
95,20,2,20,Dowman,0.19,2.38,1,2
96,20,3,29,Dowman,0.19,2.31,1,6
97,20,4,36,Dowman,0.19,2.31,1,20
98,20,5,42,Dowman,0.18,2.31,1,5
99,20,6,51,Dowman,0.2,2.31,1,13
100,21,2,12,Nørgaard,1.07,23.7,9,3
101,21,3,30,Nørgaard,3.67,77.55,9,16
102,21,4,37,Nørgaard,3.43,74.25,9,19
103,21,5,43,Nørgaard,3.78,74.25,9,12
104,21,6,56,Nørgaard,3.83,74.25,9,11
105,22,2,20,Nwaneri,0.1,0.3,1,2
106,22,3,29,Nwaneri,0.1,0.3,1,6
107,22,4,36,Nwaneri,0.1,0.25,1,20
108,22,5,42,Nwaneri,0.1,0.25,1,5
109,22,6,51,Nwaneri,0.1,0.25,1,13
110,23,2,20,Fábio Vieira,0.0,0.0,1,2
111,23,3,29,Fábio Vieira,0.0,0.0,1,6
112,23,4,36,Fábio Vieira,0.0,0.0,1,20
113,23,5,42,Fábio Vieira,0.0,0.0,1,5
114,23,6,51,Fábio Vieira,0.0,0.0,1,13
115,24,2,20,Nelson,0.0,0.0,1,2
116,24,3,29,Nelson,0.0,0.0,1,6
117,24,4,36,Nelson,0.0,0.0,1,20
118,24,5,42,Nelson,0.0,0.0,1,5
119,24,6,51,Nelson,0.0,0.0,1,13
120,25,2,20,Gyökeres,1.68,25.5,1,2
121,25,3,29,Gyökeres,1.66,25.5,1,6
122,25,4,36,Gyökeres,1.59,25.14,1,20
123,25,5,42,Gyökeres,1.53,25.14,1,5
124,25,6,51,Gyökeres,1.75,25.14,1,13
125,26,2,20,Havertz,3.91,66.9,1,2
126,26,3,29,Havertz,3.84,66.9,1,6
127,26,4,36,Havertz,3.8,66.45,1,20
128,26,5,42,Havertz,3.53,66.45,1,5
129,26,6,51,Havertz,4.03,66.45,1,13
130,27,2,20,G.Jesus,0.45,1.8,1,2
131,27,3,29,G.Jesus,0.45,1.8,1,6
132,27,4,36,G.Jesus,0.44,1.6,1,20
133,27,5,42,G.Jesus,0.44,1.6,1,5
134,27,6,51,G.Jesus,0.45,1.6,1,13
135,28,2,20,Martinez,0.0,0.0,2,1
136,28,3,25,Martinez,0.0,0.0,2,11
137,28,4,31,Martinez,0.0,0.0,2,18
138,28,5,48,Martinez,0.0,0.0,2,19
139,28,6,52,Martinez,0.0,0.0,2,4
140,29,2,20,M.Bizot,0.13,4.54,2,1
141,29,3,25,M.Bizot,0.17,4.54,2,11
142,29,4,31,M.Bizot,0.17,4.54,2,18
143,29,5,48,M.Bizot,0.14,4.54,2,19
144,29,6,52,M.Bizot,0.16,4.54,2,4
145,30,2,20,Digne,0.0,0.0,2,1
146,30,3,25,Digne,0.0,0.0,2,11
147,30,4,31,Digne,0.0,0.0,2,18
148,30,5,48,Digne,0.0,0.0,2,19
149,30,6,52,Digne,0.0,0.0,2,4
150,31,2,20,Konsa,1.76,34.05,1,2
151,31,3,29,Konsa,3.1,66.15,1,6
152,31,4,36,Konsa,4.33,78.9,1,20
153,31,5,42,Konsa,3.7,78.9,1,5
154,31,6,51,Konsa,4.36,78.9,1,13
155,32,2,20,Cash,1.8,71.7,2,1
156,32,3,25,Cash,3.18,71.7,2,11
157,32,4,31,Cash,3.04,71.7,2,18
158,32,5,48,Cash,2.32,71.7,2,19
159,32,6,52,Cash,2.7,71.7,2,4
160,33,2,20,Mings,0.54,13.58,2,1
161,33,3,25,Mings,0.6,10.68,2,11
162,33,4,31,Mings,0.57,10.68,2,18
163,33,5,48,Mings,0.52,10.68,2,19
164,33,6,52,Mings,0.55,10.68,2,4
165,34,2,20,Pau,1.86,76.5,2,1
166,34,3,25,Pau,3.33,79.65,2,11
167,34,4,31,Pau,3.19,79.2,2,18
168,34,5,48,Pau,2.43,78.75,2,19
169,34,6,52,Pau,2.79,78.75,2,4
170,35,2,20,Bogarde,1.66,56.4,2,1
171,35,3,25,Bogarde,2.07,57.0,2,11
172,35,4,31,Bogarde,1.82,52.35,2,18
173,35,5,48,Bogarde,0.78,17.21,2,19
174,35,6,52,Bogarde,0.79,17.21,2,4
175,36,2,20,Maatsen,2.27,73.95,2,1
176,36,3,25,Maatsen,2.73,53.1,2,11
177,36,4,31,Maatsen,2.59,52.65,2,18
178,36,5,48,Maatsen,2.09,52.65,2,19
179,36,6,52,Maatsen,2.31,52.65,2,4
180,37,2,20,Lindelöf,2.08,82.05,2,1
181,37,3,25,Lindelöf,3.51,82.05,2,11
182,37,4,31,Lindelöf,3.43,82.05,2,18
183,37,5,48,Lindelöf,2.62,82.2,2,19
184,37,6,52,Lindelöf,3.0,82.2,2,4
185,38,2,20,A.García,0.0,0.0,2,1
186,38,3,25,A.García,0.0,0.0,2,11
187,38,4,31,A.García,0.0,0.0,2,18
188,38,5,48,A.García,0.0,0.0,2,19
189,38,6,52,A.García,0.0,0.0,2,4
190,39,2,20,Nedeljkovic,0.0,0.0,2,1
191,39,3,25,Nedeljkovic,0.0,0.0,2,11
192,39,4,31,Nedeljkovic,0.0,0.0,2,18
193,39,5,48,Nedeljkovic,0.0,0.0,2,19
194,39,6,52,Nedeljkovic,0.0,0.0,2,4
195,40,2,16,Rogers,4.51,80.25,6,5
196,40,3,29,Rogers,3.18,79.8,6,1
197,40,4,33,Rogers,5.86,79.8,6,11
198,40,5,41,Rogers,4.1,79.8,6,4
199,40,6,53,Rogers,4.71,79.8,6,3
200,41,2,20,Buendía,3.35,75.9,2,1
201,41,3,25,Buendía,4.87,75.9,2,11
202,41,4,31,Buendía,4.52,76.2,2,18
203,41,5,48,Buendía,3.9,74.4,2,19
204,41,6,52,Buendía,4.21,74.4,2,4
205,42,2,11,Guessand,1.31,31.35,8,15
206,42,3,24,Guessand,1.15,25.05,8,10
207,42,4,34,Guessand,0.72,10.52,8,12
208,42,5,44,Guessand,0.66,10.52,8,13
209,42,6,55,Guessand,0.68,10.52,8,18
210,43,2,18,Tielemans,3.76,78.0,16,12
211,43,3,30,Tielemans,2.84,64.95,16,9
212,43,4,39,Tielemans,2.71,64.95,16,15
213,43,5,50,Tielemans,2.88,64.95,16,10
214,43,6,59,Tielemans,3.01,64.5,16,19
215,44,2,20,Bailey,0.0,0.0,2,1
216,44,3,25,Bailey,0.0,0.0,2,11
217,44,4,31,Bailey,0.0,0.0,2,18
218,44,5,48,Bailey,0.0,0.0,2,19
219,44,6,52,Bailey,0.0,0.0,2,4
220,45,2,20,McGinn,2.9,78.15,2,1
221,45,3,25,McGinn,4.12,78.15,2,11
222,45,4,31,McGinn,3.83,78.15,2,18
223,45,5,48,McGinn,3.33,78.15,2,19
224,45,6,52,McGinn,3.66,78.15,2,4
225,46,2,20,Barkley,2.61,69.0,2,1
226,46,3,25,Barkley,2.8,54.75,2,11
227,46,4,31,Barkley,1.94,40.8,2,18
228,46,5,48,Barkley,1.2,20.68,2,19
229,46,6,52,Barkley,1.25,20.68,2,4
230,47,2,20,Kamara,2.7,81.75,2,1
231,47,3,25,Kamara,3.32,81.75,2,11
232,47,4,31,Kamara,3.26,81.75,2,18
233,47,5,48,Kamara,2.73,75.0,2,19
234,47,6,52,Kamara,2.88,75.0,2,4
235,48,2,20,Onana,0.0,0.0,2,1
236,48,3,25,Onana,0.0,0.0,2,11
237,48,4,31,Onana,0.0,0.0,2,18
238,48,5,48,Onana,0.0,0.0,2,19
239,48,6,52,Onana,0.0,0.0,2,4
240,49,2,20,Iling Jr,0.0,0.0,2,1
241,49,3,25,Iling Jr,0.0,0.0,2,11
242,49,4,31,Iling Jr,0.0,0.0,2,18
243,49,5,48,Iling Jr,0.0,0.0,2,19
244,49,6,52,Iling Jr,0.0,0.0,2,4
245,50,2,20,Burrowes,0.0,0.0,2,1
246,50,3,25,Burrowes,0.0,0.0,2,11
247,50,4,31,Burrowes,0.0,0.0,2,18
248,50,5,48,Burrowes,0.0,0.0,2,19
249,50,6,52,Burrowes,0.0,0.0,2,4
250,51,2,20,George Hemmings,0.47,13.8,2,1
251,51,3,25,George Hemmings,0.7,16.95,2,11
252,51,4,31,George Hemmings,0.51,12.9,2,18
253,51,5,48,George Hemmings,0.16,1.57,2,19
254,51,6,52,George Hemmings,0.16,1.57,2,4
255,52,2,20,Alysson,0.46,11.7,2,1
256,52,3,25,Alysson,0.46,8.16,2,11
257,52,4,31,Alysson,0.4,4.95,2,18
258,52,5,48,Alysson,0.38,4.12,2,19
259,52,6,52,Alysson,0.38,4.12,2,4
260,53,2,20,Manzambi,0.0,0.0,2,1
261,53,3,25,Manzambi,1.21,22.5,2,11
262,53,4,31,Manzambi,3.37,66.45,2,18
263,53,5,48,Manzambi,2.51,54.9,2,19
264,53,6,52,Manzambi,2.71,54.9,2,4
265,54,2,20,Gomes,0.0,0.0,2,1
266,54,3,25,Gomes,0.0,0.0,2,11
267,54,4,31,Gomes,0.0,0.0,2,18
268,54,5,48,Gomes,3.48,85.84,2,19
269,54,6,52,Gomes,3.65,85.84,2,4
270,55,2,20,Watkins,0.9,20.25,2,1
271,55,3,25,Watkins,2.74,40.5,2,11
272,55,4,31,Watkins,2.52,40.5,2,18
273,55,5,48,Watkins,3.92,70.95,2,19
274,55,6,52,Watkins,4.38,70.95,2,4
275,56,2,20,Abraham,2.23,50.55,2,1
276,56,3,25,Abraham,1.28,17.8,2,11
277,56,4,31,Abraham,1.45,19.64,2,18
278,56,5,48,Abraham,0.96,7.36,2,19
279,56,6,52,Abraham,0.99,7.36,2,4
280,57,2,12,Petrović,3.61,90.0,3,9
281,57,3,27,Petrović,2.91,90.0,3,17
282,57,4,32,Petrović,3.21,90.0,3,4
283,57,5,49,Petrović,2.77,90.0,3,14
284,57,6,53,Petrović,2.7,90.0,3,6
285,58,2,12,Forster,0.0,0.0,3,9
286,58,3,27,Forster,0.0,0.0,3,17
287,58,4,32,Forster,0.0,0.0,3,4
288,58,5,49,Forster,0.0,0.0,3,14
289,58,6,53,Forster,0.0,0.0,3,6
290,59,2,12,Dennis,0.01,0.01,3,9
291,59,3,27,Dennis,0.01,0.01,3,17
292,59,4,32,Dennis,0.01,0.01,3,4
293,59,5,49,Dennis,0.01,0.01,3,14
294,59,6,53,Dennis,0.01,0.01,3,6
295,60,2,12,Hill,4.7,84.15,3,9
296,60,3,27,Hill,3.84,84.15,3,17
297,60,4,32,Hill,4.1,83.7,3,4
298,60,5,49,Hill,3.5,83.7,3,14
299,60,6,53,Hill,3.24,83.7,3,6
300,61,2,12,Truffert,4.31,87.96,3,9
301,61,3,27,Truffert,3.43,87.96,3,17
302,61,4,32,Truffert,3.9,87.96,3,4
303,61,5,49,Truffert,3.33,87.96,3,14
304,61,6,53,Truffert,2.94,87.96,3,6
305,62,2,12,Diakité,0.61,12.45,3,9
306,62,3,27,Diakité,0.52,12.45,3,17
307,62,4,32,Diakité,0.56,12.3,3,4
308,62,5,49,Diakité,0.5,12.22,3,14
309,62,6,53,Diakité,0.47,12.22,3,6
310,63,2,12,Milosavljević,0.0,0.0,3,9
311,63,3,27,Milosavljević,0.0,0.0,3,17
312,63,4,32,Milosavljević,0.11,0.33,3,4
313,63,5,49,Milosavljević,0.25,0.62,3,14
314,63,6,53,Milosavljević,0.25,0.62,3,6
315,64,2,12,Smith,1.81,43.35,3,9
316,64,3,27,Smith,1.26,38.1,3,17
317,64,4,32,Smith,1.44,38.1,3,4
318,64,5,49,Smith,1.21,38.1,3,14
319,64,6,53,Smith,1.13,38.1,3,6
320,65,2,12,J.Araujo,0.0,0.0,3,9
321,65,3,27,J.Araujo,0.0,0.0,3,17
322,65,4,32,J.Araujo,0.0,0.0,3,4
323,65,5,49,J.Araujo,0.0,0.0,3,14
324,65,6,53,J.Araujo,0.0,0.0,3,6
325,66,2,12,Soler,0.0,0.0,3,9
326,66,3,27,Soler,0.0,0.0,3,17
327,66,4,32,Soler,0.0,0.0,3,4
328,66,5,49,Soler,0.0,0.0,3,14
329,66,6,53,Soler,0.0,0.0,3,6
330,67,2,12,Rayan,4.03,81.6,3,9
331,67,3,27,Rayan,3.61,79.8,3,17
332,67,4,32,Rayan,3.75,79.2,3,4
333,67,5,49,Rayan,3.43,78.75,3,14
334,67,6,53,Rayan,3.21,78.75,3,6
335,68,2,12,Tavernier,4.71,83.79,3,9
336,68,3,27,Tavernier,4.37,83.79,3,17
337,68,4,32,Tavernier,4.6,83.79,3,4
338,68,5,49,Tavernier,4.18,83.79,3,14
339,68,6,53,Tavernier,3.79,83.79,3,6
340,69,2,12,Scott,4.2,84.0,3,9
341,69,3,27,Scott,4.02,84.0,3,17
342,69,4,32,Scott,4.12,84.0,3,4
343,69,5,49,Scott,3.86,84.0,3,14
344,69,6,53,Scott,3.61,84.0,3,6
345,70,2,12,Kluivert,4.2,74.55,3,9
346,70,3,27,Kluivert,3.83,73.8,3,17
347,70,4,32,Kluivert,4.08,73.35,3,4
348,70,5,49,Kluivert,3.65,72.9,3,14
349,70,6,53,Kluivert,3.35,72.9,3,6
350,71,2,12,Cook,1.3,20.02,3,9
