,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,100.0,100.0,58822,0,0,-3,3,0,2,0.5,0.0,0,Cédric,0.0,1,False,,2022-09-16T13:30:06.551108Z,42,58822.jpg,1.0,Alves Soares,0.1,False,,a,1,3,2,6658,47,26882,89,0.0,0.5,Cédric,28,0,0,0,0,0,0,0,0,0,0,0,5,2.4,1.6,0.0,0.4,0,0.00000,0.00979,0.00979,0.04350,452,166,414,149,507,205,457,166,,,,,,,0.0,0.0,0.03147,0.03147,0.13982,0.0,572,158,479,186,401,149,406,153,0.0,0.0
1,,,84450,0,0,0,0,1,3,3.5,3.0,3,Granit,3.0,3,False,,,50,84450.jpg,4.1,Xhaka,3.1,False,,a,1,3,74,795868,1945,639976,11099,0.6,14.8,Xhaka,1526,3,4,8,14,0,0,0,3,0,0,7,313,369.0,377.6,289.0,103.6,18,1.96170,1.96543,3.92713,16.04520,58,24,30,24,59,37,35,24,,,3.0,,,,0.1157,0.0,0.11592,0.23161,0.94631,0.83,191,109,103,46,55,22,99,34,1.0616,0.47182
2,100.0,100.0,153256,0,0,-3,3,1,3,1.0,0.5,0,Mohamed,0.5,4,False,,2022-08-30T11:30:06.278675Z,42,153256.jpg,1.2,Elneny,0.8,False,,a,1,3,6,189326,447,243852,2471,0.1,1.4,Elneny,111,0,0,0,2,0,0,0,0,0,0,0,27,4.6,5.4,0.0,1.1,1,0.00000,0.04505,0.04505,1.29490,440,196,393,189,511,202,441,199,,,,,,,0.0,0.0,0.03653,0.03653,1.04992,1.62,580,301,309,146,371,161,201,60,0.81081,0.0
3,,,156074,0,0,-3,3,0,2,0.7,0.2,0,Rob,0.2,5,False,,,42,156074.jpg,1.0,Holding,0.1,False,,a,1,3,5,6692,40,17316,111,0.0,1.2,Holding,15,0,0,0,0,0,0,0,0,0,0,0,17,3.4,0.1,0.0,0.3,0,0.00000,0.00022,0.00022,0.27790,448,164,454,170,512,208,463,169,,,,,,,0.0,0.0,0.00132,0.00132,1.6674,0.0,582,165,345,119,405,153,427,160,0.0,0.0
4,100.0,100.0,167199,0,0,-2,2,0,3,2.7,2.2,3,Thomas,2.2,6,False,,2022-09-25T09:00:06.484502Z,48,167199.jpg,3.4,Partey,0.5,False,,a,1,3,51,93462,801,116437,1291,0.5,10.6,Partey,1302,2,0,9,8,0,0,0,2,0,0,4,236,280.0,202.4,154.0,63.7,15,1.44710,0.75764,2.20474,13.43710,104,45,91,67,137,89,105,73,,,,,,,0.10003,0.0,0.05237,0.1524,0.92883,0.55,271,162,139,57,105,50,252,82,1.03687,0.62212
5,100.0,100.0,184029,1,-1,3,-3,4,3,9.3,8.8,9,Martin,8.8,7,True,,2022-09-18T20:00:06.315087Z,68,184029.jpg,6.6,Ødegaard,27.0,False,,a,1,3,112,3682497,244981,2381976,10110,1.3,16.5,Ødegaard,1432,8,5,8,13,0,0,0,3,0,0,18,410,499.4,551.9,523.0,157.6,17,4.95130,4.30627,9.25757,15.36140,10,2,8,6,21,12,7,4,4.0,,1.0,,,,0.31119,0.0,0.27065,0.58183,0.96545,0.82,47,24,3,2,7,2,14,6,1.06844,0.50279
6,100.0,100.0,192895,0,0,-3,3,0,2,1.3,0.8,1,Kieran,0.8,8,False,,2022-09-26T13:00:06.430643Z,47,192895.jpg,1.5,Tierney,0.8,False,,a,1,3,22,73440,295,136559,1004,0.2,4.7,Tierney,458,0,0,1,5,0,0,0,0,0,0,0,93,73.4,54.1,45.0,17.3,4,0.26030,0.26727,0.52757,4.17750,309,122,246,69,273,80,323,110,,,,,,,0.05115,0.0,0.05252,0.10367,0.82091,0.98,307,50,280,95,348,130,198,73,0.78603,0.19651
7,0.0,0.0,195735,0,0,-2,2,0,3,0.0,0.0,0,Nicolas,0.0,9,False,Season-long loan to Nice,2022-08-26T07:24:29.541862Z,53,195735.jpg,0.0,Pépé,0.1,False,,u,1,3,0,5198,0,36449,26,0.0,0.0,Pépé,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00000,0.00000,0.00000,0.00000,688,298,686,298,685,298,689,298,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,153,85,668,289,688,298,429,154,0.0,0.0
8,,,198869,0,0,2,-2,0,2,5.0,4.5,8,Benjamin,4.5,10,False,,,47,198869.jpg,4.7,White,13.7,False,,a,1,3,84,1856851,30547,1028239,13427,1.0,17.9,White,1464,0,2,10,11,0,0,0,3,0,0,9,379,309.0,238.2,43.0,59.0,18,0.30690,1.77953,2.08643,15.10730,77,21,73,10,277,83,117,19,,,,,,,0.01887,0.0,0.1094,0.12826,0.92873,0.68,308,51,42,9,33,8,27,9,1.10656,0.61475
9,,,205533,0,0,-4,4,0,4,4.7,4.2,2,Eddie,4.2,11,False,,,66,205533.jpg,1.8,Nketiah,3.4,False,,a,1,3,29,550462,20284,275310,19935,0.6,4.4,Nketiah,501,2,0,2,4,0,0,0,1,0,0,2,74,104.0,49.7,347.0,49.7,4,3.18270,0.33374,3.51644,6.09870,273,28,260,40,44,17,146,24,,,,,,,0.57174,0.0,0.05995,0.6317,1.09557,0.72,55,24,46,8,317,44,89,14,0.71856,0.35928
