,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,starting_lineup,selected_by_percent,gw_points
0,238,Meslier,2,1,45,1,3.634,False,1,1,3.1,3.634
1,146,James,8,2,60,1,4.5710000000000015,False,1,1,42.2,4.5710000000000015
2,285,Alexander-Arnold,14,2,75,1,5.779,False,1,1,54.3,5.779
3,357,Trippier,4,2,50,1,4.262,False,1,1,16.0,4.262
4,19,Martinelli,3,3,60,1,3.735,False,1,1,13.1,3.735
5,261,Maddison,13,3,80,1,4.825,False,1,1,5.8,4.825
6,283,Salah,14,3,130,1,7.334,True,2,1,56.8,14.668
7,293,Luis Díaz,14,3,80,1,5.18,False,1,1,28.5,5.18
8,66,Solanke,91,4,60,1,4.119,False,1,1,1.7,4.119
9,227,Bamford,2,4,75,1,4.356,False,1,1,0.9,4.356
10,356,Wilson,4,4,75,1,4.835,False,1,1,3.1,4.835
11,376,Pope,4,1,50,1,4.027,False,0,0,5.0,0.0
12,429,Doherty,6,2,50,1,3.867,False,0,0,1.2,0.0
13,448,Perišić,6,2,55,1,4.4060000000000015,False,0,0,33.3,0.0
14,486,Neto,39,3,55,1,3.5039999999999996,False,0,0,19.5,0.0
