,player_id,web_name,team_code,element_type,now_cost,event,points_md,is_captain,multiplier,selected_by_percent,gw_points
0,231,Alisson,14,1,60,6,3.997,False,1,8.7,3.997
1,169,Keane,11,2,50,6,4.582,False,1,2.8,4.582
2,275,Shaw,1,2,55,6,4.65,False,1,41.3,4.65
3,555,Varane,1,2,55,6,4.247,False,1,4.1,4.247
4,230,Mané,14,3,119,6,5.483,False,1,2.8,5.483
5,233,Salah,14,3,126,6,6.232,True,2,57.3,12.464
6,240,Jota,14,3,77,6,4.797,False,1,20.5,4.797
7,277,Fernandes,1,3,119,6,4.932,False,1,32.3,4.932
8,4,Aubameyang,3,4,99,6,4.9060000000000015,False,1,2.1,4.9060000000000015
9,579,Ronaldo,1,4,127,6,6.059,False,1,47.1,6.059
10,591,Rondón,11,4,60,6,4.848,False,1,0.2,4.848
