,twitter,FPL,xG,IO,MD,Luck,FPL_Rank,xG_Rank,IO_Rank,MD_Rank,Luck_Rank
0,sertalpbilal,1038.0,1089.93,1086.85,1085.94,-77.08,418933,42,1,1,8%
1,FplSimpson,1017.0,1078.92,1087.4,1074.94,-91.23,670591,102,1,1,5%
2,FplStatsdan,960.0,1014.81,1053.06,1040.85,-105.62,1679168,20074,1,1,2.7%
3,FF_Trout,1044.0,1076.97,1092.06,1086.6,-69.55,359666,124,1,1,10.4%
4,dilksybab,1051.0,1112.7,1096.86,1073.77,-69.7,298476,2,1,1,10.4%
5,theFPLkiwi,929.0,1001.32,1048.06,1034.02,-128.58,2350686,41532,1,1,0.9%
6,jameso_12,968.0,979.15,1027.02,1002.53,-64.46,1512033,129890,324,1728,12%
7,api_kakayou,1092.0,1048.33,1042.85,1036.81,22.1,79641,1513,16,1,68.1%
8,usafpl,989.0,1003.13,1029.05,1011.03,-53.98,1117377,37695,272,692,16.3%
9,CazzaFPL,1051.0,1066.51,1103.38,1074.75,-59.42,301666,316,1,1,14%
10,PlanetosFPL,1020.0,1075.35,1082.7,1067.27,-82.77,632620,150,1,1,6.4%
11,analytic_fpl,995.0,1026.88,1067.82,1052.27,-83.42,1007570,8926,1,1,6.3%
12,rogue_wee,986.0,1034.98,1036.21,1021.19,-72.16,1168860,4881,77,205,9.7%
13,mtthwmn,1073.0,1092.33,1083.51,1075.51,-37.8,154899,20,1,1,23.8%
14,cmusson32,1041.0,1061.33,1055.96,1059.93,-45.59,387192,466,1,1,19.9%
15,FPLstudent2,1011.0,1074.94,1064.47,1076.48,-88.42,754845,152,1,1,5.4%
16,peterhandleson,961.0,990.85,1020.83,1007.63,-74.35,1658394,70351,988,1015,8.8%
17,chrishp,1030.0,1061.29,1045.61,1038.14,-45.02,507074,481,16,1,20.2%
18,plfantasy,1087.0,1053.23,1034.58,1018.83,25.16,97306,955,111,226,70.4%
19,FPLmeta,1091.0,1072.13,1065.87,1064.49,-3.82,81249,205,1,1,46.6%
20,FplAuto,963.0,1039.15,1035.29,1014.55,-93.61,1619032,3524,92,421,4.6%
21,NourEldin_z3r0,1094.0,1081.16,1062.17,1046.26,4.53,73896,93,1,1,54.1%
22,UkendtPerson45,953.0,1074.25,1064.14,1052.44,-137.46,1828592,168,1,1,0.6%
23,MikkelTokvam,1098.0,1124.94,1083.41,1066.67,-18.75,61738,1,1,1,35.8%
24,Klaudioz,1044.0,996.44,974.76,961.32,40.29,366682,53572,119697,107393,80.2%
25,FantasianPL,938.0,1030.12,1025.11,1013.52,-112.04,2147373,6966,395,449,1.9%
26,rama96ab,1040.0,1081.95,1045.07,1041.14,-41.7,400652,90,16,1,21.8%
27,FPL_LFE,1072.0,1063.27,1020.42,1001.33,18.72,162815,401,1036,1853,65.3%
28,_jtreble,1082.0,1099.82,1084.7,1062.59,-26.69,116211,11,1,1,30.3%
29,DanielSaetre,1115.0,1072.86,1075.02,1063.64,16.99,30302,182,1,1,63.7%
30,Sriniva43849177,863.0,915.01,924.44,918.93,-84.5,3774821,973243,934323,720338,6.1%
31,FBinary01,1142.0,1054.72,1048.42,1038.18,67.81,7263,872,1,1,92.3%
32,FPL_Data,997.0,1030.75,1042.95,1040.92,-69.48,976603,6806,16,1,10.5%
33,FPL_ElStatto,1013.0,983.16,1011.5,1000.48,-14.27,729450,109518,4235,1945,39.2%
34,FplSigurd,1040.0,1110.65,1079.51,1071.72,-73.15,399732,2,1,1,9.3%
35,JoeBopara,978.0,1036.91,1050.3,1028.51,-88.4,1319617,4192,1,1,5.4%
36,dLincolnlawyer,1098.0,1107.76,1051.59,1053.73,2.18,62649,2,1,1,52.1%
37,FPL_Statoholic,1046.0,1012.62,1071.08,1066.49,-34.7,342148,23367,1,1,25.3%
38,FplAmateur,1103.0,1062.65,1041.58,1029.15,32.28,49902,422,17,1,75.5%
39,wolacola,1065.0,1091.76,1092.33,1085.47,-52.39,201203,21,1,1,16.8%
40,Hashtag_MEGA,1056.0,1071.4,1075.27,1069.38,-43.75,259600,208,1,1,20.8%
41,dav_fifa,1120.0,984.58,975.14,967.27,117.35,24088,100591,117579,73852,99.3%
42,MaulanaRiandi,1102.0,1109.57,1076.55,1057.67,-4.72,52297,2,1,1,46%
43,Rak464,1025.0,1017.0,1041.48,1025.42,-31.52,570777,17063,17,16,27.3%
44,ArneBarsnes,1107.0,1081.36,1064.46,1058.97,12.08,42481,93,1,1,59.8%
45,FPL_PapaSmurf,1077.0,1031.29,1022.7,1010.12,28.72,138044,6575,706,728,73%
46,gezza96,1125.0,1114.75,1060.66,1055.72,23.24,18723,2,1,1,68.9%
47,Raghy78d,1145.0,1094.08,1093.53,1069.55,32.25,6053,19,1,1,75.5%
48,pdhFPL,1031.0,1114.53,1094.62,1090.55,-95.44,494485,2,1,1,4.2%
49,NeilRankinZA,994.0,973.29,953.6,955.09,6.65,1024777,163148,356902,149787,55.4%
50,EuanThompson,1072.0,1105.59,1108.77,1099.15,-60.11,160117,3,1,1,13.8%
51,FPLrookie1,1053.0,1081.04,1067.99,1049.41,-39.66,286761,93,1,1,22.9%
